,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,775,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,2530,386,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,4703,803,195,70,25,19,0,0,0,0,0,0,0,0,0,0,0,0
0.35,7434,2074,843,351,150,68,37,25,2,0,0,0,0,0,0,0,0,0
0.4,6177,1403,496,216,118,62,39,39,27,5,0,0,0,0,0,0,0,0
0.45,8273,1828,682,238,126,81,39,9,0,0,0,0,0,0,0,0,0,0
0.5,14916,4439,1767,1050,673,475,322,266,199,130,100,75,59,36,19,10,3,0
0.55,21427,5121,2303,867,458,243,129,61,34,30,22,15,6,6,6,6,6,3
0.6,8751,1298,385,135,60,37,23,19,0,0,0,0,0,0,0,0,0,0
0.65,1365,140,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0